Brand,Model,Year,Mileage,Price
현대,아반떼,2011,80167,560
기아,셀토스,2022,41267,2120
현대,LF,2015,79903,1330
BMW,2시리즈,2024,21995,3250
기아,더 뉴 쏘렌토,2018,100951,1780
쉐보레(GM대우),더,2015,76415,580
미니,쿠퍼,2024,17833,3050
기아,스포티지,2016,69732,1330
기아,올 뉴 프라이드,2014,79367,490
포드,익스플로러,2022,40432,3550
현대,쏘나타,2018,57443,1670
기아,올 뉴 모닝,2019,42268,790
현대,올 뉴 투싼,2020,147219,1400
BMW,X4,2022,48715,5390
기아,더 뉴 K3,2017,91120,790
기아,더 뉴 카니발,2019,70379,1890
현대,더 뉴 아반떼,2023,23276,2250
르노코리아(삼성),QM6,2019,48681,1460
기아,디 올 뉴 니로,2024,23556,2550
기아,더 뉴 K5,2019,89666,1450
현대,벨로스터,2019,66686,1410
BMW,3시리즈,2016,108614,1370
기아,스토닉,2020,61616,1350
BMW,3시리즈,2014,97358,1110
기아,셀토스,2020,99796,1850
현대,아반떼,2016,65211,1070
KG모빌리티(쌍용),티볼리,2017,23405,1080
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
BMW,5시리즈,2018,105980,2290
기아,올 뉴 카니발,2016,62967,1550
현대,더 뉴 아반떼,2019,112131,1260
현대,아반떼,2020,29193,1750
제네시스,G70,2017,101337,1720
기아,카니발,2023,62143,2650
벤츠,E-클래스,2020,77078,2890
현대,그랜저,2018,35225,1770
기아,K5,2020,114740,2030
기아,올 뉴 K7,2017,140230,1190
현대,투싼,2022,85686,1980
KG모빌리티(쌍용),더 뉴 렉스턴,2022,8211,3090
현대,더 뉴 아반떼,2023,25989,2230
기아,카니발,2023,105608,3490
KG모빌리티(쌍용),티볼리,2017,72085,920
지프,랭글러,2017,86944,2050
현대,그랜저,2013,101513,870
현대,코나,2019,86967,1490
BMW,X6,2023,13671,8490
르노코리아(삼성),QM6,2018,48192,1650
르노코리아(삼성),뉴SM3,2011,23273,420
기아,더 뉴 K5,2020,101572,1580
현대,아반떼,2021,58392,1820
KG모빌리티(쌍용),토레스,2022,13155,2130
미니,쿠퍼,2021,39079,2270
현대,스타리아,2023,12126,5120
기아,더 뉴 쏘렌토,2019,68357,1920
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
르노코리아(삼성),XM3,2020,73028,1280
KG모빌리티(쌍용),올 뉴 렉스턴,2022,90417,2850
현대,싼타페,2017,87736,1680
BMW,X1,2020,28103,2840
현대,베뉴,2019,26259,1380
현대,더 뉴 싼타페,2021,121689,2050
현대,스타리아,2021,69792,2580
기아,스팅어,2017,132527,1540
르노코리아(삼성),뉴QM3,2017,69329,780
아우디,Q7,2021,47505,5750
현대,더 뉴 그랜저,2022,73021,2190
현대,그랜저,2016,84619,1070
아우디,뉴,2018,55938,1430
기아,더 뉴 쏘렌토,2018,52305,1890
르노코리아(삼성),XM3,2023,97880,1760
KG모빌리티(쌍용),티볼리,2017,39593,1040
제네시스,G90,2021,81660,4730
현대,싼타페,2019,87940,2050
현대,더 뉴 그랜저,2021,109897,2290
기아,더 뉴 카니발,2019,130171,1770
기아,더 뉴 레이,2022,51628,960
현대,아반떼,2016,98124,1060
제네시스,더 뉴 G70,2021,91318,2640
현대,더 뉴 그랜저,2022,58136,2650
제네시스,G70,2018,36405,2390
현대,코나,2020,67464,1720
현대,아반떼,2016,105958,990
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,아반떼,2016,68648,1060
현대,아반떼,2020,38193,1710
현대,베뉴,2021,88081,1560
기아,레이,2015,78458,940
기아,올 뉴 카니발,2014,123141,950
현대,올 뉴 투싼,2016,66750,1450
기아,더 뉴 카니발,2019,106131,1830
현대,올 뉴 투싼,2018,54676,1730
기아,더 뉴 쏘렌토,2025,13921,3940
쉐보레(GM대우),더 뉴 스파크,2021,69339,590
쉐보레(GM대우),더,2017,60041,730
쉐보레(GM대우),말리부,2015,46287,640
현대,더 뉴 코나,2021,31631,2250
현대,코나,2020,30789,2050
아우디,Q7,2021,83052,5150
기아,K5,2016,65948,950
현대,쏘나타,2020,121611,1890
현대,맥스크루즈,2014,115226,1290
현대,투싼,2021,85921,2250
기아,올 뉴 K7,2017,71378,1420
쉐보레(GM대우),올 뉴 크루즈,2017,16125,780
기아,올 뉴 모닝,2012,40845,630
현대,더 뉴 아반떼,2015,95893,690
BMW,1시리즈,2015,76846,1190
기아,더 뉴 기아,2026,191,1880
르노코리아(삼성),SM6,2017,72214,960
기아,더 뉴 카니발,2019,108392,1550
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
쉐보레(GM대우),더 뉴 스파크,2018,43289,830
현대,아반떼,2016,86988,990
기아,올 뉴 모닝,2013,78540,520
기아,더 뉴 모하비,2019,92984,1950
기아,셀토스,2022,64077,2090
기아,K5,2021,30742,2380
기아,K5,2016,136313,880
르노코리아(삼성),SM3,2015,102924,520
기아,더 뉴 카니발,2020,44436,1830
KG모빌리티(쌍용),더 뉴 티볼리,2025,11163,1930
기아,카니발,2022,41055,3400
기아,더 뉴 기아,2023,17754,1190
현대,쏘나타,2019,122527,1490
현대,팰리세이드,2021,70749,2820
기아,올 뉴 K3,2020,24488,1480
기아,K8,2022,128356,2230
현대,투싼,2022,87700,1870
쉐보레(GM대우),아베오,2012,67232,390
미니,쿠퍼,2022,24792,2580
BMW,X5,2019,104552,5440
렉서스,NX350h,2024,10116,5870
KG모빌리티(쌍용),뷰티풀,2019,92789,1290
기아,올 뉴 모닝,2018,46788,740
쉐보레(GM대우),올 뉴 말리부,2016,106755,890
르노코리아(삼성),QM3,2015,81972,550
KG모빌리티(쌍용),티볼리,2017,70000,940
제네시스,G70,2019,37986,2350
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,팰리세이드,2020,68425,2930
현대,더 뉴 아반떼,2023,4583,2110
쉐보레(GM대우),올란도,2013,105165,670
기아,K5,2022,78507,2250
기아,더 뉴 니로,2020,107100,1920
KG모빌리티(쌍용),토레스,2023,19275,1870
기아,카니발,2021,132046,2460
현대,싼타페,2015,98213,1350
기아,스팅어,2019,92110,1580
기아,쏘렌토,2021,80328,2520
현대,포터2,2022,51529,1780
벤츠,CLS-클래스,2021,73638,4980
현대,올 뉴 투싼,2017,57024,1320
기아,셀토스,2019,74630,1890
현대,싼타페,2014,105815,990
제네시스,GV70,2022,69328,4090
현대,아반떼,2015,107357,830
현대,더 뉴 아반떼,2014,105668,690
현대,쏘나타,2019,59137,1980
기아,올 뉴 모닝,2018,65651,880
기아,디 올 뉴 스포티지,2021,36678,2550
제네시스,GV80,2022,44057,5090
현대,싼타페,2014,96373,1150
쉐보레(GM대우),스파크,2014,48810,470
기아,카니발,2023,103809,2530
쉐보레(GM대우),더 뉴 스파크,2020,61110,770
쉐보레(GM대우),더 뉴 스파크,2018,59813,740
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
BMW,6시리즈,2020,32398,5150
현대,싼타페,2014,109640,920
기아,K7,2019,85387,1980
KG모빌리티(쌍용),티볼리,2018,85802,930
KG모빌리티(쌍용),올 뉴 렉스턴,2022,45210,3240
현대,그랜저,2017,97610,1620
포드,몬데오,2016,66732,970
기아,올 뉴 모닝,2011,69222,540
BMW,5시리즈,2015,111917,1680
기아,더 뉴 기아,2023,7193,1690
현대,아반떼,2016,86131,1050
기아,K7,2019,109220,1790
BMW,X6,2025,21077,10590
현대,올 뉴 투싼,2019,63627,1720
르노코리아(삼성),뉴QM3,2017,60787,850
KG모빌리티(쌍용),뷰티풀,2020,82137,1350
르노코리아(삼성),뉴SM3,2013,62740,460
쉐보레(GM대우),트레일블레이저,2022,83054,1650
현대,올 뉴 투싼,2017,101017,1230
현대,아반떼,2018,53649,1290
기아,올 뉴 K3,2018,102690,1090
현대,포터2,2019,70225,1490
기아,셀토스,2021,117780,1820
현대,아반떼,2017,59930,1070
현대,코나,2018,60133,1380
현대,쏘나타,2021,112160,1630
현대,캐스퍼,2022,15864,1600
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,스팅어,2019,62657,1870
현대,투싼,2021,120325,2190
기아,더 뉴 쏘렌토,2024,18026,3950
미니,쿠퍼,2023,26159,2650
기아,셀토스,2022,72781,2100
현대,코나,2020,47020,1640
기아,올 뉴 모닝,2014,115389,470
쉐보레(GM대우),트레일블레이저,2022,51023,1690
기아,스포티지,2018,96944,1510
현대,팰리세이드,2020,84980,3080
기아,올 뉴 K3,2018,70620,1190
현대,제네시스,2015,129553,1140
기아,레이,2017,116175,630
현대,그랜저,2018,113185,1560
현대,아반떼,2022,22645,1860
현대,쏘나타,2020,68393,1950
기아,디 올 뉴 니로,2022,53223,2560
기아,스팅어,2018,105977,1830
쉐보레(GM대우),트래버스,2020,129723,1980
기아,더 뉴 K3,2021,50667,1550
기아,셀토스,2019,51068,1890
기아,K5,2020,46032,2180
현대,쏘나타,2021,24255,2490
기아,디 올 뉴 스포티지,2022,39238,2650
기아,카니발,2021,36304,2770
르노코리아(삼성),QM6,2017,111834,880
현대,아반떼,2017,86906,1170
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
BMW,5시리즈,2015,133809,1250
기아,더 뉴 K5,2024,7027,3060
기아,더 뉴 레이,2022,45314,1050
기아,쏘렌토,2021,86018,2190
르노코리아(삼성),QM5,2015,132827,580
현대,쏘나타,2023,31252,2780
제네시스,GV80,2022,59042,4680
기아,셀토스,2020,51502,1920
현대,포터2,2023,44061,2290
현대,팰리세이드,2020,47232,2720
쉐보레(GM대우),더,2015,58902,620
현대,그랜저,2018,113938,1880
현대,캐스퍼,2023,14346,1830
KG모빌리티(쌍용),베리,2022,26695,1450
현대,아반떼,2021,27860,1790
KG모빌리티(쌍용),렉스턴,2021,77393,2070
현대,디 올 뉴 싼타페,2024,13639,3680
BMW,3시리즈,2017,144057,1260
현대,코나,2023,30754,2190
기아,쏘렌토,2020,75192,3060
KG모빌리티(쌍용),뷰티풀,2022,13767,2090
현대,코나,2023,23035,2300
현대,투싼,2021,63184,2450
현대,올 뉴 투싼,2020,32462,2250
현대,더 뉴 아반떼,2023,22936,1950
기아,K7,2020,82064,1950
제네시스,EQ900,2016,81139,2450
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
BMW,3시리즈,2017,42420,1950
쉐보레(GM대우),더 뉴 트랙스,2020,83958,860
KG모빌리티(쌍용),티볼리,2018,28659,1230
현대,싼타페,2016,98031,1260
제네시스,G90,2021,64100,4490
르노코리아(삼성),XM3,2024,25890,1880
현대,디 올 뉴 싼타페,2024,20392,3490
현대,아반떼,2011,82165,480
벤츠,A-클래스,2020,44865,2350
현대,투싼,2021,24388,2290
쉐보레(GM대우),스파크,2015,21659,530
기아,더 뉴 모닝,2015,22564,660
기아,셀토스,2022,74085,1890
BMW,5시리즈,2019,79625,2550
현대,더 뉴 그랜저,2021,119241,2210
기아,올 뉴 K3,2019,59905,1370
KG모빌리티(쌍용),티볼리,2016,93963,840
현대,더 뉴 아반떼,2013,73955,690
현대,싼타페,2020,21791,2420
기아,레이,2012,94772,640
아우디,뉴,2015,40958,1120
기아,스포티지,2017,88250,1450
제네시스,GV80,2021,106612,4490
현대,투싼,2021,62705,2330
기아,올 뉴 모닝,2014,67568,560
기아,올 뉴 쏘렌토,2015,114512,1210
현대,그랜저,2017,114016,1420
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 K8,2025,21041,4220
기아,스포티지,2018,77539,1560
기아,셀토스,2021,34190,1970
현대,포터2,2020,36980,1540
기아,더 뉴 카니발,2019,97387,2040
쉐보레(GM대우),더 뉴 스파크,2020,55219,830
기아,K5,2023,44345,2750
현대,코나,2018,75496,1420
기아,더 뉴 쏘렌토,2018,99605,1590
현대,코나,2017,99962,1150
기아,올 뉴 카니발,2016,59277,1950
기아,올 뉴 쏘렌토,2016,117035,1420
기아,더 뉴 레이,2021,61390,800
벤츠,A-클래스,2016,80641,1210
기아,쏘렌토,2020,32390,3020
현대,올 뉴 투싼,2016,58232,1620
기아,K5,2021,57757,2030
기아,더 뉴 K7,2014,95817,950
기아,모닝,2021,39700,800
현대,쏘나타,2018,118324,1120
르노코리아(삼성),XM3,2022,84672,1490
현대,싼타페,2016,113932,1350
기아,모닝,2022,22066,1250
지프,그랜드,2018,88282,1840
현대,그랜저,2016,44957,1190
현대,투싼,2020,111181,2070
현대,더 뉴 맥스크루즈,2017,105033,1450
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,아반떼,2020,96682,1680
현대,그랜저,2016,142345,830
현대,싼타페,2016,95332,1430
쉐보레(GM대우),스파크,2014,47069,390
BMW,6시리즈,2019,68895,3890
현대,베뉴,2022,20004,1730
제네시스,G70,2019,54572,2590
현대,아반떼,2020,52658,1750
쉐보레(GM대우),더 뉴 트랙스,2018,114370,780
BMW,3시리즈,2014,49920,1390
제네시스,G80,2023,71583,3990
벤츠,A-클래스,2016,71166,1130
BMW,X1,2025,6332,4880
기아,쏘렌토,2022,61115,2690
기아,더 뉴 모닝,2016,56215,670
쉐보레(GM대우),더,2016,47289,630
현대,제네시스,2016,108124,1290
현대,더 뉴 아반떼,2024,12013,2180
KG모빌리티(쌍용),티볼리,2015,86854,800
현대,캐스퍼,2022,20285,1520
기아,K3,2015,103190,620
현대,아반떼,2018,106138,1020
현대,그랜저,2016,98929,1570
제네시스,GV80,2020,64729,3740
쉐보레(GM대우),트레일블레이저,2020,61794,1780
현대,팰리세이드,2021,73552,3050
르노코리아(삼성),SM6,2019,103911,880
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,그랜저,2019,120647,1470
기아,K3,2014,58576,570
기아,K8,2021,72922,2570
현대,아반떼,2016,129663,820
쉐보레(GM대우),더 뉴 스파크,2020,44983,890
현대,더 뉴 코나,2021,28313,2390
현대,포터2,2021,20725,1520
KG모빌리티(쌍용),G4,2019,119161,1790
현대,싼타페,2016,111955,1320
현대,i30(신형),2013,88723,790
현대,쏘나타,2021,99654,2140
기아,쏘울,2019,83618,1350
르노코리아(삼성),SM7,2017,135060,690
폭스바겐,뉴,2014,57254,890
현대,팰리세이드,2021,46685,2970
기아,K8,2024,30644,2720
BMW,5시리즈,2021,103187,3270
현대,캐스퍼,2022,19057,1560
현대,벨로스터,2018,103331,1180
아우디,A4,2023,33629,3290
현대,아반떼,2015,104091,930
기아,셀토스,2022,42223,2030
현대,더 뉴 싼타페,2022,57648,2860
기아,스토닉,2019,100679,940
현대,그랜저,2019,152255,1880
현대,LF,2016,116027,860
기아,올 뉴 K7,2018,141028,1210
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
쉐보레(GM대우),더 뉴 말리부,2019,83956,900
제네시스,G90,2020,93251,3280
기아,더 뉴 봉고III,2025,7523,2290
기아,더 뉴 카니발,2019,100474,1530
제네시스,GV70,2022,127110,3190
기아,쏘렌토,2021,64868,3070
현대,엑센트(신형),2011,79327,550
기아,K5,2020,82056,2050
지프,체로키(KL),2020,75737,1770
현대,YF,2012,85619,650
기아,K8,2024,47546,2650
아우디,뉴,2014,110810,1090
기아,올 뉴 쏘렌토,2015,118985,1390
KG모빌리티(쌍용),티볼리,2018,95974,970
쉐보레(GM대우),스파크,2014,73636,420
르노코리아(삼성),XM3,2020,55666,1390
제네시스,G80,2021,120200,3370
KG모빌리티(쌍용),렉스턴,2020,102368,1930
기아,올 뉴 쏘울,2014,82408,740
기아,니로,2018,125067,1270
쉐보레(GM대우),트랙스,2023,12799,2270
지프,랭글러,2022,53335,4430
쉐보레(GM대우),어메이징,2016,64769,560
제네시스,GV80,2022,83854,4800
제네시스,G80,2022,68193,4370
현대,코나,2017,103532,1150
르노코리아(삼성),SM6,2017,83493,850
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 레이,2022,44087,960
KG모빌리티(쌍용),티볼리,2017,72912,850
기아,더 뉴 모닝,2015,69059,680
쉐보레(GM대우),더 뉴 스파크,2019,31858,780
현대,LF,2016,113917,1020
현대,싼타페,2014,84497,1120
현대,그랜저,2014,122847,750
현대,싼타페,2019,61835,2090
현대,아반떼,2021,73637,1760
기아,K3,2013,66172,750
기아,K5,2021,81948,2240
기아,더 뉴 스포티지,2014,70784,1080
현대,아반떼,2021,112397,1430
기아,올 뉴 쏘렌토,2017,92144,1430
현대,더 뉴 아반떼,2019,64218,1450
현대,넥쏘,2023,86164,2050
르노코리아(삼성),QM5,2014,88260,560
현대,그랜저,2016,104763,1260
현대,아반떼,2017,46757,1170
제네시스,G80,2020,82272,2250
현대,그랜저,2019,101128,1530
기아,디 올 뉴 니로,2024,22027,2530
기아,더 뉴 K5,2015,95222,920
현대,쏘나타,2018,67147,1560
KG모빌리티(쌍용),G4,2018,112873,1630
현대,디 올 뉴 싼타페,2024,18523,4190
쉐보레(GM대우),더,2017,36688,650
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
쉐보레(GM대우),어메이징,2016,64769,560
제네시스,GV80,2022,83854,4800
제네시스,G80,2022,68193,4370
현대,코나,2017,103532,1150
르노코리아(삼성),SM6,2017,83493,850
기아,더 뉴 레이,2022,44087,960
KG모빌리티(쌍용),티볼리,2017,72912,850
기아,더 뉴 모닝,2015,69059,680
쉐보레(GM대우),더 뉴 스파크,2019,31858,780
현대,LF,2016,113917,1020
현대,싼타페,2014,84497,1120
현대,그랜저,2014,122847,750
현대,싼타페,2019,61835,2090
현대,아반떼,2021,73637,1760
기아,K3,2013,66172,750
기아,K5,2021,81948,2240
기아,더 뉴 스포티지,2014,70784,1080
현대,아반떼,2021,112397,1430
기아,올 뉴 쏘렌토,2017,92144,1430
현대,더 뉴 아반떼,2019,64218,1450
현대,넥쏘,2023,86164,2050
르노코리아(삼성),QM5,2014,88260,560
현대,그랜저,2016,104763,1260
현대,아반떼,2017,46757,1170
제네시스,G80,2020,82272,2250
현대,그랜저,2019,101128,1530
기아,디 올 뉴 니로,2024,22027,2530
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 K5,2015,95222,920
현대,쏘나타,2018,67147,1560
KG모빌리티(쌍용),G4,2018,112873,1630
현대,디 올 뉴 싼타페,2024,18523,4190
쉐보레(GM대우),더,2017,36688,650
기아,더 뉴 K5,2019,63855,1220
기아,더 뉴 쏘렌토,2025,5854,3400
기아,올 뉴 쏘렌토,2015,93669,1190
현대,코나,2023,5475,2750
링컨,노틸러스,2023,23006,3750
현대,아반떼,2015,158642,670
르노코리아(삼성),QM3,2016,96397,600
KG모빌리티(쌍용),티볼리,2019,75928,990
현대,싼타페,2019,82665,2090
현대,더 뉴 싼타페,2021,55599,2690
현대,디 올 뉴 싼타페,2024,17225,3920
현대,베뉴,2019,18196,1630
기아,카니발,2021,68502,2550
쉐보레(GM대우),스파크,2013,86137,390
현대,아반떼,2022,72070,2250
기아,더 뉴 봉고III,2021,60077,1250
제네시스,GV70,2021,32939,3650
도요타,시에나,2023,45218,5050
현대,아반떼,2020,26691,1740
르노코리아(삼성),XM3,2023,25116,1920
기아,셀토스,2020,99337,1600
기아,K5,2022,22202,2460
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
벤츠,CLS-클래스,2022,21389,6350
쉐보레(GM대우),올란도,2014,120308,540
포드,익스플로러,2017,101676,1230
기아,셀토스,2019,79990,1690
기아,셀토스,2020,62573,1740
현대,투싼,2021,50021,2500
제네시스,G80,2022,108560,3920
현대,더 뉴 그랜저,2021,125365,1880
기아,니로,2017,140303,1190
미니,쿠퍼,2018,78837,1550
제네시스,GV80,2021,82910,3890
현대,아반떼,2012,52187,650
기아,더 뉴 K5,2019,85402,1320
현대,올 뉴 투싼,2020,71565,1720
현대,제네시스,2014,103897,1170
현대,더 뉴 그랜저,2022,85999,2670
기아,더 뉴 레이,2022,25136,1120
현대,더 뉴 아반떼,2023,29919,1960
쉐보레(GM대우),올 뉴 말리부,2017,89989,820
제네시스,G80,2017,119890,1640
현대,아반떼,2010,94688,490
현대,싼타페,2017,100449,1390
현대,그랜드,2015,90553,1280
현대,쏘나타,2020,45706,2370
현대,쏘나타,2020,99688,2110
기아,카니발,2022,87902,2350
KG모빌리티(쌍용),올 뉴 렉스턴,2021,71838,2920
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
르노코리아(삼성),QM3,2014,104292,510
기아,더 뉴 레이,2022,70724,990
쉐보레(GM대우),올 뉴 말리부,2017,116640,920
현대,팰리세이드,2021,32782,3570
기아,스포티지,2017,104612,1290
제네시스,G80,2018,101418,1850
르노코리아(삼성),SM6,2017,105406,990
쉐보레(GM대우),더 뉴 트랙스,2019,63606,980
현대,쏘나타,2017,120323,1280
현대,아반떼,2020,33637,1720
쉐보레(GM대우),더 뉴 트랙스,2020,101129,990
현대,팰리세이드,2021,26815,3540
현대,LF,2015,16868,990
BMW,X5,2022,45988,7590
미니,쿠퍼,2021,28214,2650
제네시스,G80,2018,75661,2030
기아,디 올 뉴 스포티지,2021,57965,2690
기아,레이,2014,102035,760
기아,더 뉴 레이,2022,46132,1350
기아,더 뉴 K3,2021,35081,1570
르노코리아(삼성),SM6,2016,24086,1130
기아,더 뉴 K9,2017,86991,1550
벤츠,GLB-클래스,2020,63625,3270
현대,아반떼,2016,34287,1100
현대,캐스퍼,2022,59859,1180
기아,올 뉴 K3,2019,101513,1220
KG모빌리티(쌍용),베리,2021,58102,1320
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 K7,2015,92690,870
현대,더 뉴 아반떼,2019,135543,1190
쉐보레(GM대우),이쿼녹스,2020,117010,1180
현대,싼타페,2016,47315,1530
쉐보레(GM대우),더,2016,44469,550
기아,K8,2023,36861,3280
현대,더 뉴 그랜저,2021,59636,2310
현대,아슬란,2015,142794,980
기아,K5,2020,59382,1590
제네시스,GV70,2021,134255,2850
현대,더 뉴 아반떼,2015,91812,790
KG모빌리티(쌍용),뉴,2017,105391,840
현대,그랜저,2013,96673,930
기아,더 뉴 기아,2025,10628,1510
현대,코나,2020,58579,1590
KG모빌리티(쌍용),티볼리,2016,82865,960
현대,더 뉴 그랜저,2022,94698,2350
현대,싼타페,2019,84495,2150
현대,더 뉴 그랜저,2022,91262,2290
BMW,X5,2021,25201,7450
기아,모닝,2023,19657,1310
현대,투싼,2012,49584,870
기아,카니발,2021,83677,2880
르노코리아(삼성),XM3,2024,27994,2130
벤츠,GLC-클래스,2020,54269,4110
제네시스,G80,2020,105927,3350
KG모빌리티(쌍용),코란도,2016,100887,990
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
